"","CRUISE","DAY","LAT","LON","MONTH","STATION_NAME","YEAR","EST_NUM_PERM3","log10_EST_NUM_PERM3","TAXA"
"61","1DY12",9,57.022,-164.2222,5,"68",2012,165.402,2.22115854180894,"Pseudocalanus spp."
"62","1HE07",9,57.40717,-171.31934,5,"201",2007,143.734,2.16057056482933,"Pseudocalanus spp."
"63","1HE07",9,58.94567,-170.34616,5,"198",2007,874.1216,2.9420684033535,"Pseudocalanus spp."
"64","1HE07",10,56.70933,-164.51083,5,"211",2007,373.8182,2.57382067071005,"Pseudocalanus spp."
"65","1HE07",10,57.3285,-166.31567,5,"207",2007,272.0668,2.43626890096989,"Pseudocalanus spp."
"66","1HE07",10,57.82833,-168.85217,5,"204",2007,171.3464,2.23640221622402,"Pseudocalanus spp."
"67","1HE07",12,56.83383,-164.31,4,"10",2007,115.505,2.06634456421022,"Pseudocalanus spp."
"68","1HE07",12,56.97517,-163.92366,4,"7",2007,0,0,"Pseudocalanus spp."
"69","1HE07",13,56.9045,-164.84567,4,"12",2007,96.211,1.98771541069792,"Pseudocalanus spp."
"70","1HE07",13,56.99533,-165.38733,4,"14",2007,148.1858,2.17372748751245,"Pseudocalanus spp."
"71","1HE07",13,57.26217,-165.763,4,"16",2007,95.519,1.98461281368503,"Pseudocalanus spp."
"72","1HE07",13,57.3325,-166.34,4,"18",2007,190.1686,2.2814165596628,"Pseudocalanus spp."
"73","1HE07",13,57.421,-166.80983,4,"20",2007,214.0616,2.33256287251263,"Pseudocalanus spp."
"74","1HE07",13,57.49683,-167.35451,4,"22",2007,516.2758,2.71372216104526,"Pseudocalanus spp."
"75","1HE07",14,57.526,-168.618,4,"26",2007,724.8752,2.86086195870232,"Pseudocalanus spp."
"76","1HE07",14,57.797,-168.86684,4,"28",2007,443.3944,2.64776857757661,"Pseudocalanus spp."
"77","1HE07",14,57.85567,-168.931,4,"29",2007,493.3258,2.69401327787981,"Pseudocalanus spp."
"78","1HE07",14,58.04617,-169.67284,4,"31",2007,695.4636,2.84289842336984,"Pseudocalanus spp."
"79","1HE07",14,58.29517,-170.12784,4,"34",2007,811.0256,2.90956972106812,"Pseudocalanus spp."
"80","1HE07",15,58.94983,-170.32733,4,"38",2007,1964.584,3.29349160829702,"Pseudocalanus spp."
"81","1HE07",26,58.13,-168.97,4,"115",2007,851.5524,2.93072108130851,"Pseudocalanus spp."
"82","1HE07",29,58.45717,-170.72034,4,"135",2007,277.9952,2.4455967314763,"Pseudocalanus spp."
"83","1HE07",29,58.95233,-170.41766,4,"138",2007,0,0,"Pseudocalanus spp."
"84","1MF99",15,56.16167,-165.16721,4,"24",1999,436.7082,2.64118468273693,"Pseudocalanus spp."
"85","1MF99",16,56.04533,-165.5537,4,"25",1999,0,0,"Pseudocalanus spp."
"86","1MF99",17,56.52433,-164.01601,4,"42",1999,615.6276,2.7900229596695,"Pseudocalanus spp."
"87","1MF99",17,56.7275,-163.87399,4,"43",1999,809.4602,2.90873169241737,"Pseudocalanus spp."
"88","1MF99",17,56.87433,-164.054,4,"44",1999,454.55,2.65853605097395,"Pseudocalanus spp."
"89","1MF99",18,57.0175,-164.21401,4,"45",1999,395.3112,2.5980363459387,"Pseudocalanus spp."
"90","1OM06",22,56.5165,-165.99617,6,"4",2006,2081.7416,3.31863539157264,"Pseudocalanus spp."
"91","1OM06",22,56.99917,-165.9855,6,"5",2006,1948.9404,3.29002133733857,"Pseudocalanus spp."
"92","1OM06",22,56.9995,-165.98767,6,"5",2006,974.4702,2.9892140065104,"Pseudocalanus spp."
"93","1OM06",22,57.50067,-165.99916,6,"6",2006,1690.8852,3.22837089138742,"Pseudocalanus spp."
"94","1OM06",23,56.99833,-167.006,6,"10",2006,1745.4654,3.24215998605845,"Pseudocalanus spp."
"95","1OM06",23,56.99917,-169.002,6,"12",2006,5122.2964,3.70954948200571,"Pseudocalanus spp."
"96","1OM06",23,57.0015,-167.99634,6,"11",2006,2440.0749,3.38758110516797,"Pseudocalanus spp."
"97","1OM06",23,57.494,-167.99167,6,"9",2006,4015.3986,3.60383680702297,"Pseudocalanus spp."
"98","1OM06",23,57.4985,-166.98767,6,"8",2006,1301.1788,3.11467062057779,"Pseudocalanus spp."
"99","1OM06",24,56.49567,-168.993,6,"15",2006,4522.498,3.65547440263566,"Pseudocalanus spp."
"100","1OM06",24,56.4995,-169.02367,6,"15",2006,2261.249,3.3545404049106,"Pseudocalanus spp."
"101","1TT06",7,58.0575,-168.73016,5,"91",2006,479.4362,2.68163572326862,"Pseudocalanus spp."
"102","1TT06",8,57.47633,-169.3495,5,"95",2006,592.1956,2.77319792100974,"Pseudocalanus spp."
"103","1TT06",8,57.57917,-169.22333,5,"94",2006,240.3888,2.38271711575703,"Pseudocalanus spp."
"104","1TT06",8,57.7685,-169.0455,5,"93",2006,498.6044,2.69862625453658,"Pseudocalanus spp."
"105","1TT06",8,57.9105,-168.88667,5,"92",2006,461.7564,2.66535243383329,"Pseudocalanus spp."
"106","1TT06",9,56.62,-168.71066,5,"108",2006,354.4216,2.55074381760478,"Pseudocalanus spp."
"107","1TT06",9,56.8295,-168.52966,5,"107",2006,1977.9982,3.29644539919355,"Pseudocalanus spp."
"108","1TT06",9,57.101,-168.34967,5,"106",2006,2494.3422,3.39713011123436,"Pseudocalanus spp."
"109","1TT06",9,57.31816,-168.16901,5,"105",2006,1740.0058,3.24080021793169,"Pseudocalanus spp."
"110","1TT06",9,57.451,-168.00284,5,"104",2006,757.8674,2.88016589647618,"Pseudocalanus spp."
"111","1TT06",9,57.6065,-167.83983,5,"103",2006,271.4634,2.43530817176646,"Pseudocalanus spp."
"112","1TT06",9,57.73717,-167.67133,5,"102",2006,307.2232,2.48886532501437,"Pseudocalanus spp."
"113","1TT06",9,57.86983,-167.54083,5,"101",2006,298.2474,2.47603038574325,"Pseudocalanus spp."
"114","1TT06",9,58.0015,-167.35133,5,"100",2006,286.9862,2.45937167731672,"Pseudocalanus spp."
"115","1TT06",15,56.89883,-164.04216,4,"2",2006,258.3052,2.41381122601988,"Pseudocalanus spp."
"116","1TT06",15,56.899,-164.04216,4,"2",2006,258.3052,2.41381122601988,"Pseudocalanus spp."
"117","1TT06",15,56.89933,-164.04401,4,"2",2006,516.6104,2.71400299373722,"Pseudocalanus spp."
"118","1TT06",16,56.899,-164.04216,4,"2",2006,258.3052,2.41381122601988,"Pseudocalanus spp."
"119","1TT06",17,57.17933,-164.24899,4,"9",2006,0,0,"Pseudocalanus spp."
"120","1TT06",17,57.349,-164.24899,4,"8",2006,222.7786,2.34981855249489,"Pseudocalanus spp."
"121","1TT06",17,57.51534,-164.25301,4,"7",2006,158.3326,2.20230464304296,"Pseudocalanus spp."
"122","1TT06",18,57.65317,-169.02234,4,"13",2006,472.9038,2.67569019110585,"Pseudocalanus spp."
"123","1TT06",19,57.81967,-168.81683,4,"15",2006,0,0,"Pseudocalanus spp."
"124","1TT06",19,57.8205,-168.81717,4,"15",2006,0,0,"Pseudocalanus spp."
"125","1TT06",19,58.26,-168.7665,4,"17",2006,458.6102,2.66238965829858,"Pseudocalanus spp."
"126","1TT06",20,58.16467,-169.13634,4,"21",2006,138.8111,2.14554165264987,"Pseudocalanus spp."
"127","1TT06",20,58.26333,-168.89549,4,"20",2006,207.6843,2.3194897769052,"Pseudocalanus spp."
"128","1TT06",21,57.86967,-169.93716,4,"25",2006,507.8322,2.70657458660229,"Pseudocalanus spp."
"129","1TT06",21,57.935,-168.47333,4,"26",2006,273.3234,2.4382628548427,"Pseudocalanus spp."
"130","1TT06",21,58.102,-168.47084,4,"27",2006,372.7512,2.57258259572056,"Pseudocalanus spp."
"131","1TT06",22,58.2735,-168.51199,4,"28",2006,299.0152,2.47714325841599,"Pseudocalanus spp."
"132","1TT06",22,58.59333,-170.0195,4,"29",2006,576.4238,2.76149468047239,"Pseudocalanus spp."
"133","1TT06",23,58.053,-170.33434,4,"35",2006,550.7198,2.74171857010318,"Pseudocalanus spp."
"134","1TT06",23,58.139,-170.40567,4,"34",2006,177.2817,2.25110676663637,"Pseudocalanus spp."
"135","1TT06",23,58.20083,-170.31351,4,"38",2006,513.0966,2.71104473165128,"Pseudocalanus spp."
"136","1TT06",23,58.21883,-170.036,4,"33",2006,396.2874,2.59910479159137,"Pseudocalanus spp."
"137","1TT06",23,58.39417,-170.39467,4,"31",2006,1042.0208,3.01829296924643,"Pseudocalanus spp."
"138","1TT06",24,58.09933,-171.76666,4,"45",2006,298.0406,2.47573015541125,"Pseudocalanus spp."
"139","1TT06",24,58.16333,-171.67084,4,"44",2006,348.5778,2.5435438448902,"Pseudocalanus spp."
"140","1TT06",24,58.22833,-171.564,4,"43",2006,483.4346,2.6852351543976,"Pseudocalanus spp."
"141","1TT06",24,58.2975,-171.47316,4,"42",2006,651.6024,2.81464866660913,"Pseudocalanus spp."
"142","1TT06",24,58.39267,-171.0125,4,"47",2006,694.1996,2.84210951355879,"Pseudocalanus spp."
"143","1TT06",24,58.4045,-171.30917,4,"40",2006,489.1146,2.69029763988254,"Pseudocalanus spp."
"144","1TT06",24,58.4435,-171.06101,4,"39",2006,532.4468,2.72709111426004,"Pseudocalanus spp."
"145","1TT06",27,58.688,-171.70383,4,"52",2006,567.6676,2.75485848490408,"Pseudocalanus spp."
"146","1TT06",28,58.2655,-172.16884,4,"58",2006,463.9216,2.66737972373287,"Pseudocalanus spp."
"147","1TT06",28,58.3645,-171.96617,4,"57",2006,312.2298,2.49586307318126,"Pseudocalanus spp."
"148","1TT06",28,58.46733,-171.76016,4,"56",2006,410.035,2.61387880401643,"Pseudocalanus spp."
"149","1TT06",28,58.57917,-171.34166,4,"54",2006,550.6136,2.74163496514004,"Pseudocalanus spp."
"150","2AK11",25,55.70833,-164.60167,6,"9",2011,697.109,2.84392323695374,"Pseudocalanus spp."
"151","2AR07",26,56.97183,-165.87367,6,"2",2007,820.2578,2.91447950735429,"Pseudocalanus spp."
"152","2AR07",29,57.64883,-167.12917,6,"5",2007,2659.4882,3.42496133704903,"Pseudocalanus spp."
"153","2AR08",21,57.03167,-167.10916,6,"2",2008,551.0496,2.74197809953821,"Pseudocalanus spp."
"154","2AR08",27,57.47217,-169.39549,6,"7",2008,1900.6574,3.2791322777478,"Pseudocalanus spp."
"155","2AR08",29,57.67833,-170.198,6,"8",2008,708.9524,2.85122923166227,"Pseudocalanus spp."
"156","2AR09",21,57.02433,-168.31751,6,"11",2009,693.628,2.84175228545387,"Pseudocalanus spp."
"157","2AR09",25,58.308,-169.742,6,"15",2009,503.499,2.70286030973068,"Pseudocalanus spp."
"158","2AR09",29,58.02417,-170.99001,6,"18",2009,574.4366,2.75999748124657,"Pseudocalanus spp."
"159","2AR09",30,58.30317,-171.65401,6,"19",2009,805.2456,2.90646735753364,"Pseudocalanus spp."
"160","2DY08",7,56.66783,-163.86183,5,"2",2008,328.4336,2.51776789219381,"Pseudocalanus spp."
"161","2DY08",7,56.7673,-164.3398,5,"3",2008,355.7488,2.55236252094785,"Pseudocalanus spp."
"162","2DY08",7,56.943,-163.8325,5,"4",2008,329.462,2.51912152694078,"Pseudocalanus spp."
"163","2DY08",7,57.01767,-164.21783,5,"5",2008,503.6664,2.70300439096244,"Pseudocalanus spp."
"164","2DY08",8,57.86067,-168.87717,5,"6",2008,349.697,2.54493205077167,"Pseudocalanus spp."
"165","2DY08",9,57.653,-169.01534,5,"8",2008,195.2769,2.29286919011015,"Pseudocalanus spp."
"166","2DY08",9,57.88533,-168.98283,5,"7",2008,312.3074,2.49597065259384,"Pseudocalanus spp."
"167","2DY09",2,57.66183,-168.99451,5,"27",2009,542.7976,2.73543728653751,"Pseudocalanus spp."
"168","2DY09",2,57.77934,-168.45799,5,"26",2009,1019.4608,3.00879632637627,"Pseudocalanus spp."
"169","2DY09",2,57.9255,-169.31667,5,"28",2009,481.7152,2.68369097433597,"Pseudocalanus spp."
"170","2DY09",2,58.06617,-168.72267,5,"29",2009,1317.613,3.12011735307038,"Pseudocalanus spp."
"171","2DY09",3,57.85683,-168.8755,5,"30",2009,398.1285,2.60111273993841,"Pseudocalanus spp."
"172","2DY09",3,57.85733,-168.87317,5,"30",2009,398.1285,2.60111273993841,"Pseudocalanus spp."
"173","2DY09",3,57.85817,-168.86917,5,"30",2009,398.1285,2.60111273993841,"Pseudocalanus spp."
"174","2DY09",3,57.859,-168.88316,5,"30",2009,796.257,2.9015983410828,"Pseudocalanus spp."
"175","2DY09",30,56.66667,-163.86951,4,"22",2009,564.9842,2.75280430760419,"Pseudocalanus spp."
"176","2DY09",30,56.774,-164.32401,4,"21",2009,386.3494,2.58810288758584,"Pseudocalanus spp."
"177","2DY09",30,56.8635,-164.06084,4,"23",2009,328.5878,2.51797112750705,"Pseudocalanus spp."
"178","2DY09",30,56.86483,-164.05183,4,"23",2009,164.2939,2.2182568266796,"Pseudocalanus spp."
"179","2DY09",30,56.87083,-164.07784,4,"23",2009,164.2939,2.2182568266796,"Pseudocalanus spp."
"180","2DY09",30,56.94733,-163.8295,4,"19",2009,290.9154,2.46525700680234,"Pseudocalanus spp."
"181","2DY09",30,57.019,-164.21567,4,"20",2009,235.1144,2.37312247437154,"Pseudocalanus spp."
"182","2DY10",10,55.725,-164.74733,5,"44",2010,441.6094,2.64602063309955,"Pseudocalanus spp."
"183","2DY10",10,55.8495,-164.35916,5,"39",2010,495.768,2.69615361238788,"Pseudocalanus spp."
"184","2DY10",10,55.9435,-164.96283,5,"43",2010,312.3838,2.49607654238001,"Pseudocalanus spp."
"185","2DY10",10,55.962,-163.974,5,"40",2010,528.629,2.72397175701163,"Pseudocalanus spp."
"186","2DY10",10,56.06883,-164.56934,5,"42",2010,605.5586,2.78287276468692,"Pseudocalanus spp."
"187","2DY10",10,56.1845,-164.19333,5,"41",2010,301.7054,2.48102016845999,"Pseudocalanus spp."
"188","2DY10",12,56.66317,-163.86316,5,"60",2010,402.352,2.60568421471102,"Pseudocalanus spp."
"189","2DY10",12,56.76567,-164.33116,5,"63",2010,207.5816,2.31927599454631,"Pseudocalanus spp."
"190","2DY10",12,56.87217,-164.01683,5,"64",2010,275.7879,2.44214710067601,"Pseudocalanus spp."
"191","2DY10",12,56.87417,-164.02066,5,"64",2010,275.7879,2.44214710067601,"Pseudocalanus spp."
"192","2DY10",12,56.94233,-163.82983,5,"61",2010,0,0,"Pseudocalanus spp."
"193","2DY10",12,57.019,-164.21167,5,"62",2010,276.6188,2.44344887266106,"Pseudocalanus spp."
"194","2DY12",1,57.61133,-171.5355,6,"192",2012,653.5672,2.81595423926117,"Pseudocalanus spp."
"195","2DY12",1,57.832,-171.7648,6,"190",2012,761.6858,2.88234566058951,"Pseudocalanus spp."
"196","2DY12",17,56.36617,-166.3628,5,"7",2012,241.8564,2.38534955293181,"Pseudocalanus spp."
"197","2DY12",17,56.58683,-166.5898,5,"6",2012,225.0378,2.35418107170802,"Pseudocalanus spp."
"198","2DY12",18,55.6065,-165.1323,5,"24",2012,333.2026,2.52400982425654,"Pseudocalanus spp."
"199","2DY12",18,55.82516,-165.3445,5,"25",2012,101.9746,2.0127301136352,"Pseudocalanus spp."
"200","2DY12",18,55.82583,-165.3453,5,"25",2012,203.9492,2.31164622742801,"Pseudocalanus spp."
"201","2DY12",18,56.04683,-165.5527,5,"26",2012,261.9488,2.41987119319638,"Pseudocalanus spp."
"202","2DY12",19,55.72783,-164.7407,5,"39",2012,126.2575,2.10468338717877,"Pseudocalanus spp."
"203","2DY12",19,55.9475,-164.958,5,"38",2012,0,0,"Pseudocalanus spp."
"204","2DY12",19,56.1655,-165.175,5,"32",2012,196.078,2.29463814628924,"Pseudocalanus spp."
"205","2DY12",19,56.26717,-165.7657,5,"27",2012,402.3074,2.6056361906406,"Pseudocalanus spp."
"206","2DY12",19,56.38483,-165.3865,5,"31",2012,133.0878,2.12738926529597,"Pseudocalanus spp."
"207","2DY12",19,56.49,-165.9823,5,"28",2012,432.3968,2.63688570036757,"Pseudocalanus spp."
"208","2DY12",19,56.60517,-165.6042,5,"30",2012,565.1918,2.75296357530718,"Pseudocalanus spp."
"209","2DY12",19,56.7075,-166.1973,5,"29",2012,263.6246,2.42263021455917,"Pseudocalanus spp."
"210","2DY12",20,55.84383,-164.3577,5,"46",2012,169.9444,2.2328548782304,"Pseudocalanus spp."
"211","2DY12",20,55.96633,-163.9708,5,"53",2012,102.8148,2.01625927162563,"Pseudocalanus spp."
"212","2DY12",20,56.06767,-164.5722,5,"47",2012,212.2555,2.32890024072513,"Pseudocalanus spp."
"213","2DY12",20,56.18733,-164.1905,5,"52",2012,195.2649,2.29284263735177,"Pseudocalanus spp."
"214","2DY12",20,56.28316,-164.784,5,"48",2012,700.7514,2.84618328772852,"Pseudocalanus spp."
"215","2DY12",20,56.40583,-164.4027,5,"51",2012,280.7879,2.44992234052616,"Pseudocalanus spp."
"216","2DY12",20,56.50483,-165.0017,5,"49",2012,0,0,"Pseudocalanus spp."
"217","2DY12",20,56.626,-164.6202,5,"50",2012,437.1054,2.64157860623855,"Pseudocalanus spp."
"218","2DY12",21,56.08683,-163.5867,5,"60",2012,74.8795,1.88012446048815,"Pseudocalanus spp."
"219","2DY12",21,56.30567,-163.7992,5,"61",2012,137.9236,2.14277602888489,"Pseudocalanus spp."
"220","2DY12",21,56.42183,-163.4155,5,"70",2012,526.2524,2.72201856528091,"Pseudocalanus spp."
"221","2DY12",21,56.52617,-164.0138,5,"62",2012,528.9469,2.72423235603042,"Pseudocalanus spp."
"222","2DY12",21,56.64,-163.6268,5,"69",2012,438.8408,2.64329551241225,"Pseudocalanus spp."
"223","2DY12",21,56.74267,-164.2302,5,"63",2012,510.8854,2.70917274277576,"Pseudocalanus spp."
"224","2DY12",21,56.84566,-164.835,5,"64",2012,218.4624,2.34136012425338,"Pseudocalanus spp."
"225","2DY12",21,56.86033,-163.8515,5,"67",2012,429.2462,2.63371704326149,"Pseudocalanus spp."
"226","2DY12",21,56.96267,-164.4553,5,"65",2012,191.4399,2.2842951225526,"Pseudocalanus spp."
"227","2DY12",21,57.08283,-164.069,5,"66",2012,246.3597,2.39332894552242,"Pseudocalanus spp."
"228","2DY12",22,56.54283,-163.0243,5,"78",2012,328.0146,2.51721517016502,"Pseudocalanus spp."
"229","2DY12",22,56.66,-162.6413,5,"80",2012,237.602,2.37767407967516,"Pseudocalanus spp."
"230","2DY12",22,56.76317,-163.2423,5,"79",2012,331.2894,2.52151648754734,"Pseudocalanus spp."
"231","2DY12",23,56.56167,-162.0268,5,"86",2012,808.0066,2.90795206466776,"Pseudocalanus spp."
"232","2DY12",23,56.578,-161.0232,5,"95",2012,712.7922,2.85357179787088,"Pseudocalanus spp."
"233","2DY12",23,56.682,-161.6287,5,"89",2012,962.697,2.98394050702221,"Pseudocalanus spp."
"234","2DY12",23,56.78117,-162.2438,5,"87",2012,125.1643,2.10093648243283,"Pseudocalanus spp."
"235","2DY12",23,56.79933,-161.2378,5,"96",2012,113.2989,2.05804205081323,"Pseudocalanus spp."
"236","2DY12",23,56.817,-160.2212,5,"100",2012,435.466,2.63995041851697,"Pseudocalanus spp."
"237","2DY12",23,56.896,-161.8495,5,"88",2012,174.4462,2.24414396624249,"Pseudocalanus spp."
"238","2DY12",23,57.019,-161.4517,5,"97",2012,264.4428,2.42397094982154,"Pseudocalanus spp."
"239","2DY12",23,57.03883,-160.44,5,"99",2012,170.6696,2.23469339521238,"Pseudocalanus spp."
"240","2DY12",23,57.14083,-161.0277,5,"98",2012,210.1816,2.32465607595183,"Pseudocalanus spp."
"241","2DY12",24,56.69767,-160.6223,5,"103",2012,409.1834,2.61297808061968,"Pseudocalanus spp."
"242","2DY12",24,56.88467,-162.8507,5,"111",2012,248.3566,2.39682086766426,"Pseudocalanus spp."
"243","2DY12",24,56.919,-160.8393,5,"104",2012,131.8174,2.12325497434655,"Pseudocalanus spp."
"244","2DY12",24,56.98033,-163.4605,5,"113",2012,224.5668,2.35327517847689,"Pseudocalanus spp."
"245","2DY12",24,57.00017,-162.4698,5,"110",2012,117.6828,2.07438778377056,"Pseudocalanus spp."
"246","2DY12",24,57.1025,-163.0677,5,"112",2012,151.3516,2.18284701955326,"Pseudocalanus spp."
"247","2DY12",24,57.12083,-162.0682,5,"109",2012,179.5024,2.25648298075595,"Pseudocalanus spp."
"248","2DY12",24,57.22967,-160.6552,5,"105",2012,30.1975,1.49411979338684,"Pseudocalanus spp."
"249","2DY12",24,57.23983,-161.669,5,"108",2012,234.7648,2.37247896485193,"Pseudocalanus spp."
"250","2DY12",24,57.35917,-161.2852,5,"107",2012,100.7038,2.00733717994536,"Pseudocalanus spp."
"251","2DY12",24,57.477,-160.8837,5,"106",2012,30.4363,1.49743142464016,"Pseudocalanus spp."
"252","2DY12",25,56.56683,-167.5537,5,"126",2012,398.7296,2.60176630898238,"Pseudocalanus spp."
"253","2DY12",25,56.68733,-167.1817,5,"119",2012,665.2408,2.82363122498124,"Pseudocalanus spp."
"254","2DY12",25,56.727,-165.2222,5,"114",2012,742.29,2.87115828997498,"Pseudocalanus spp."
"255","2DY12",25,56.78783,-167.7707,5,"125",2012,565.7478,2.75338984295874,"Pseudocalanus spp."
